title,Amazon Rating,Goodreads Rating,Genre,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
Collected Stories,4.9,4.19,Fiction,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,9780060932688,eng,352,6375,179,5/13/2008,HarperCollins Publishers
Quicksilver (The Baroque Cycle  #1),4,3.93,Fiction,Neal Stephenson,3.93,60593083,9780060593087,eng,927,30872,1735,9/21/2004,HarperCollins Publishers
Odalisque (The Baroque Cycle  Vol. 1  Book 3),4.9,4.2,Fiction,Neal Stephenson,4.2,60833181,9780060833183,en-US,464,1567,65,3/28/2006,HarperCollins Publishers
The Alchemist,4.9,3.86,Fiction,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,9780060887964,eng,192,920,76,2/5/2006,HarperCollins Publishers
The Alchemist,4.9,3.86,Fiction,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,61122416,9780061122415,eng,197,1631221,55843,1/5/1993,HarperCollins Publishers
The Illustrated Alchemist: A Fable about Following Your Dream,4.7,3.86,Non Fiction,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,9780060192501,en-US,198,251,32,1/11/1998,HarperCollins Publishers
Fast Food Nation: The Dark Side of the All-American Meal,4.8,3.74,Non Fiction,Eric Schlosser,3.74,60838582,9780060838584,eng,399,190039,4922,5/7/2005,HarperCollins Publishers
Body For Life: 12 Weeks to Mental and Physical Strength,4.8,3.74,Non Fiction,Bill Phillips/Michael D'Orso,3.74,60193395,9780060193393,en-US,201,3877,275,10/6/1999,HarperCollins Publishers
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,4.7,3.97,Non Fiction,Steven D. Levitt/Stephen J. Dubner,3.97,61245135,9780061245138,en-US,496,98,5,8/12/2006,HarperCollins Publishers
Men Are from Mars  Women Are from Venus,4.7,3.55,Non Fiction,John Gray,3.55,60574216,9780060574215,eng,368,132062,3303,3/4/2012,HarperCollins Publishers
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,4.4,3.62,Non Fiction,John Gray,3.62,60192771,9780060192778,en-US,368,18,1,10/21/1998,HarperCollins Publishers
Men Are from Mars  Women Are from Venus,4.4,3.55,Non Fiction,John Gray,3.55,006123205X,9780061232053,eng,2,43,3,3/4/2007,HarperCollins Publishers
The Odyssey,4.8,3.76,Fiction,Homer/Richmond Lattimore,3.76,60931957,9780060931957,eng,374,1131,78,1/6/1999,HarperCollins Publishers
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,4.7,3.64,Fiction,Paulo Coelho/Alan R. Clarke,3.64,006251279X,9780062512796,en-US,272,888,92,1/5/1995,HarperCollins Publishers
The Valkyries,4.7,3.31,Fiction,Paulo Coelho/Alan R. Clarke,3.31,62513346,9780062513342,en-US,212,1204,79,9/28/1996,HarperCollins Publishers
Warrior of the Light,4.7,3.7,Fiction,Paulo Coelho,3.7,60527986,9780060527983,en-US,142,22662,945,3/30/2004,HarperCollins Publishers
The Zahir,4.7,3.57,Fiction,Paulo Coelho/Margaret Jull Costa,3.57,60832819,9780060832810,eng,336,58917,2575,3/7/2006,HarperCollins Publishers
By the River Piedra I Sat Down and Wept,4.7,3.57,Fiction,Paulo Coelho/Alan R. Clarke,3.57,61122092,9780061122095,eng,208,70760,2702,5/23/2006,HarperCollins Publishers
The Fifth Mountain,4.3,3.62,Fiction,Paulo Coelho/Clifford E. Landers,3.62,60930136,9780060930134,en-US,256,1415,68,4/26/2000,HarperCollins Publishers
Veronika Decides to Die,4.8,3.7,Fiction,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,61124265,9780061124266,eng,210,132064,5452,1/6/2006,HarperCollins Publishers
The Third Chimpanzee: The Evolution & Future of the Human Animal,4.8,4.06,Non Fiction,Jared Diamond,4.06,60183071,9780060183073,eng,407,59,1,1/1/1992,HarperCollins Publishers
Witches Abroad (Discworld  #12; Witches #3),4.9,4.22,Fiction,Terry Pratchett,4.22,61020613,9780061020612,eng,374,58408,1272,7/30/2002,HarperCollins Publishers
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,4.7,3.99,Non Fiction,Clayton M. Christensen/L.J. Ganser,3.99,60521996,9780060521998,eng,286,32079,752,7/1/2003,HarperCollins Publishers
To Kill a Mockingbird,4.8,4.27,Fiction,Harper Lee,4.27,60935464,9780060935467,eng,323,10524,898,5/7/2005,HarperCollins Publishers
To Kill a Mockingbird,4.6,4.27,Fiction,Harper Lee,4.27,61205699,9780061205699,en-US,323,271,34,10/17/2006,HarperCollins Publishers
Microserfs,4.8,3.88,Fiction,Douglas Coupland,3.88,7179812,9780007179817,eng,371,442,38,1/1/2008,HarperCollins Publishers
A People's History of the United States,4.8,4.08,Non Fiction,Howard Zinn,4.08,60838655,9780060838652,eng,729,167321,4711,2/8/2005,HarperCollins Publishers
The Crying of Lot 49,4.3,3.69,Fiction,Thomas Pynchon,3.69,006091307X,9780060913076,eng,152,57011,3332,10/17/2006,HarperCollins Publishers
A Circle of Quiet (Crosswicks Journals #1),4.4,4.21,Non Fiction,Madeleine L'Engle,4.21,62545035,9780062545039,en-CA,246,5236,506,1/1/1984,HarperCollins Publishers
Bridge to Terabithia,4.1,4,Fiction,Katherine Paterson/Donna Diamond,4,60734019,9780060734015,en-US,191,1811,152,1/7/2008,HarperCollins Publishers
The Autobiography of Mark Twain,4.6,4.05,Fiction,Mark Twain/Charles Neider,4.05,60955422,9780060955427,eng,508,2871,209,11/28/2000,HarperCollins Publishers
Lost Horizon,4.4,3.92,Fiction,James Hilton,3.92,60594527,9780060594527,eng,241,11892,955,6/15/2004,HarperCollins Publishers
El bosque de los pigmeos,4.4,3.77,Fiction,Isabel Allende,3.77,60816198,9780060816193,spa,304,1099,46,6/9/2005,HarperCollins Publishers
Inés of My Soul,4.8,3.93,Fiction,Isabel Allende/Margaret Sayers Peden,3.93,61161535,9780061161537,eng,321,15345,1075,7/11/2006,HarperCollins Publishers
La casa de los espíritus,4.9,4.23,Fiction,Isabel Allende,4.23,60951303,9780060951306,spa,454,608,38,9/18/2001,HarperCollins Publishers
El plan infinito,4.9,3.72,Fiction,Isabel Allende,3.72,60951273,9780060951276,spa,336,514,33,5/14/2002,HarperCollins Publishers
El reino del dragón de oro,4.9,3.84,Fiction,Isabel Allende,3.84,60591714,9780060591717,spa,432,1189,51,7/9/2004,HarperCollins Publishers
Our Kind of People: Inside America's Black Upper Class,4.9,3.72,Fiction,Lawrence Otis Graham,3.72,60984384,9780060984380,en-US,406,1170,117,12/22/1999,HarperCollins Publishers
The Senator and the Socialite: The True Story of America's First Black Dynasty,4.9,3.95,Fiction,Lawrence Otis Graham,3.95,60184124,9780060184124,eng,480,138,29,6/27/2006,HarperCollins Publishers
The Wish Giver: Three Tales of Coven Tree,4.9,3.83,Fiction,Bill Brittain/Andrew Glass,3.83,64401685,9780064401685,eng,192,2201,218,2/4/2019,HarperCollins Publishers
Truth and Beauty,4.6,3.94,Non Fiction,Ann Patchett,3.94,60572159,9780060572150,eng,257,31134,2662,5/4/2005,HarperCollins Publishers
Great Short Works of Herman Melville,4.5,4.04,Fiction,Herman Melville/Warner Berthoff,4.04,60586540,9780060586546,eng,512,424,13,2/3/2004,HarperCollins Publishers
Olympos (Ilium  #2),4.6,3.94,Fiction,Dan Simmons,3.94,380817934,9780380817931,eng,891,13300,484,7/25/2006,HarperCollins Publishers
Ilium (Ilium  #1),4.5,4.03,Fiction,Dan Simmons,4.03,380817926,9780380817924,eng,752,21973,905,6/28/2005,HarperCollins Publishers
Worlds Enough & Time: Five Tales of Speculative Fiction,4.6,3.75,Fiction,Dan Simmons,3.75,60506040,9780060506049,eng,272,953,61,11/26/2002,HarperCollins Publishers
A Winter Haunting (Seasons of Horror  #2),4.7,3.6,Fiction,Dan Simmons,3.6,380817160,9780380817160,eng,371,6253,488,12/31/2002,HarperCollins Publishers
The Valkyries,4.7,3.31,Fiction,Paulo Coelho/Alan R. Clarke,3.31,722533942,9780722533949,eng,243,16483,685,6/9/1999,HarperCollins Publishers
The Devil and Miss Prym (On the Seventh Day  #3),4.6,3.61,Fiction,Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,60527994,9780060527990,eng,205,47673,2046,3/7/2006,HarperCollins Publishers
Soul Mates: Honouring the Mysteries of Love and Relationship,4.6,3.99,Non Fiction,Thomas  Moore,3.99,60925752,9780060925758,eng,288,4372,81,12/13/2013,HarperCollins Publishers
Built to Last: Successful Habits of Visionary Companies,4.8,3.99,Non Fiction,James C. Collins/Jerry I. Porras,3.99,60566108,9780060566104,eng,368,53749,509,2/11/2004,HarperCollins Publishers
End Game (Dreamland  #8),4.8,4.02,Fiction,Dale Brown/Jim DeFelice,4.02,60094427,9780060094423,eng,432,327,7,10/31/2006,HarperCollins Publishers
Dreamland (Dreamland  #1),4.5,3.9,Fiction,Dale Brown/Jim DeFelice,3.9,7109660,9780007109661,eng,375,1313,28,2/7/2001,HarperCollins Publishers
Satan's Tail (Dreamland  #7),4.5,4,Fiction,Dale Brown/Jim DeFelice,4,60094419,9780060094416,eng,405,339,9,7/26/2005,HarperCollins Publishers
Dispatches from the Edge: A Memoir of War  Disasters  and Survival,4.5,3.96,Non Fiction,Anderson Cooper,3.96,61132381,9780061132384,eng,212,7205,825,5/23/2006,HarperCollins Publishers
First They Killed My Father: A Daughter of Cambodia Remembers,4.9,4.35,Non Fiction,Loung Ung,4.35,60856262,9780060856267,eng,238,26524,2609,4/4/2006,HarperCollins Publishers
Collected Novellas,4.6,4,Fiction,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4,006093266X,9780060932664,eng,288,838,51,8/1/2008,HarperCollins Publishers
American Gods,4.6,4.11,Fiction,Neil Gaiman,4.11,60010606,9780060010607,eng,635,1211,169,1/6/2001,HarperCollins Publishers
Everything Is Illuminated,4.6,3.9,Fiction,Jonathan Safran Foer,3.9,60792175,9780060792176,eng,276,1764,191,8/23/2005,HarperCollins Publishers
Genome: the Autobiography of a Species in 23 Chapters,4.6,4.04,Non Fiction,Matt Ridley,4.04,60894083,9780060894085,eng,344,20695,714,5/30/2006,HarperCollins Publishers
Ocean Star Express,4.6,3.57,Fiction,Mark Haddon/Peter   Sutton,3.57,000664600X,9780006646006,eng,32,1,0,1/7/2002,HarperCollins Publishers
1421: The Year China Discovered America,4.5,3.6,Non Fiction,Gavin Menzies,3.6,006054094X,9780060540944,eng,650,11751,893,1/1/2004,HarperCollins Publishers
The Doors of Perception & Heaven and Hell,4.5,3.92,Non Fiction,Aldous Huxley,3.92,60595183,9780060595180,eng,187,30012,797,4/5/2004,HarperCollins Publishers
Brave New World,4.4,3.99,Fiction,Aldous Huxley,3.99,60929871,9780060929879,eng,288,1247221,20014,1/9/1998,HarperCollins Publishers
Island,4.8,3.83,Fiction,Aldous Huxley,3.83,60085495,9780060085490,eng,354,19668,1031,7/30/2002,HarperCollins Publishers
The Perennial Philosophy,4.5,4.19,Non Fiction,Aldous Huxley,4.19,006057058X,9780060570583,eng,336,3266,163,4/13/2004,HarperCollins Publishers
What Looks Like Crazy on an Ordinary Day (Idlewild  #1),4.1,3.73,Fiction,Pearl Cleage,3.73,038079487X,9780380794874,eng,244,19366,645,1/11/1998,HarperCollins Publishers
Daughter of Fortune,4.9,3.91,Fiction,Isabel Allende/Margaret Sayers Peden,3.91,006019491X,9780060194918,eng,399,1005,95,6/10/1999,HarperCollins Publishers
One Hundred Years of Solitude,4.5,4.07,Fiction,Gabriel García Márquez/Gregory Rabassa,4.07,60740450,9780060740450,eng,458,3437,316,1/20/2004,HarperCollins Publishers
The Poisonwood Bible,4.5,4.06,Fiction,Barbara Kingsolver,4.06,60930535,9780060930530,eng,546,5773,828,1/10/1999,HarperCollins Publishers
The Crusader: Ronald Reagan and the Fall of Communism,4.2,4.23,Non Fiction,Paul Kengor,4.23,61136905,9780061136900,eng,432,179,14,10/17/2006,HarperCollins Publishers
Complete Works of Oscar Wilde,4.8,4.45,Fiction,Oscar Wilde/Merlin Holland,4.45,7144350,9780007144358,eng,1270,11903,183,4/8/2003,HarperCollins Publishers
Brave New World / Brave New World Revisited,4.8,4.16,Fiction,Aldous Huxley/Christopher Hitchens,4.16,60776099,9780060776091,eng,340,129179,1047,5/7/2005,HarperCollins Publishers
Brave New World and Brave New World Revisited,4.8,4.16,Fiction,Aldous Huxley/Christopher Hitchens,4.16,60535261,9780060535261,eng,340,421,53,1/6/2004,HarperCollins Publishers
Brave New World Revisited,4.5,3.95,Fiction,Aldous Huxley,3.95,60898526,9780060898526,eng,123,12989,740,5/9/2006,HarperCollins Publishers
Brave New World,4.7,3.99,Fiction,Aldous Huxley,3.99,60850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins Publishers
Anne Frank: Life in Hiding,4.8,3.99,Non Fiction,Johanna Hurwitz/Vera Rosenberry,3.99,380732548,9780380732548,eng,64,152,23,8/12/1999,HarperCollins Publishers
The Language Instinct: How the Mind Creates Language,4.7,4.03,Non Fiction,Steven Pinker,4.03,60958332,9780060958336,eng,448,15441,693,7/11/2000,HarperCollins Publishers
Choke,4.7,3.84,Fiction,Stuart Woods,3.84,61094226,9780061094224,eng,352,2288,96,12/9/1996,HarperCollins Publishers
Bel Canto,4.7,3.93,Fiction,Ann Patchett,3.93,60838728,9780060838720,eng,352,218195,13012,2/8/2005,HarperCollins Publishers
The Annotated Hobbit,4.4,4.27,Fiction,J.R.R. Tolkien/Douglas A. Anderson,4.27,7137273,9780007137275,eng,411,121,16,7/4/2003,HarperCollins Publishers
The Hobbit,4.6,4.27,Fiction,J.R.R. Tolkien,4.27,261103288,9780261103283,eng,277,3213,329,9/17/2007,HarperCollins Publishers
The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,4.6,3.88,Non Fiction,Charles Rembar,3.88,60970618,9780060970611,eng,528,11,0,1/12/1986,HarperCollins Publishers
Howl's Moving Castle (Howl's Moving Castle  #1),4.6,4.29,Fiction,Diana Wynne Jones,4.29,006441034X,9780064410342,eng,329,161582,9026,1/8/2001,HarperCollins Publishers
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,4.5,4.22,Fiction,Allen Ginsberg/Barry Miles,4.22,61137456,9780061137457,eng,208,180,28,10/10/2006,HarperCollins Publishers
Thanksgiving,4.5,3.6,Fiction,Janet Evanovich,3.6,60598808,9780060598808,eng,228,10637,474,10/31/2006,HarperCollins Publishers
Motor Mouth (Alex Barnaby #2),4.5,3.68,Fiction,Janet Evanovich,3.68,60584033,9780060584030,eng,312,22251,671,3/10/2006,HarperCollins Publishers
The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),4.8,4.16,Fiction,Patricia Cornwell/Kate Burton,4.16,60791217,9780060791216,eng,0,202,1,7/26/2005,HarperCollins Publishers
The Enneagram Made Easy: Discover the 9 Types of People,4.8,3.82,Non Fiction,Renee Baron/Elizabeth Wagele,3.82,62510266,9780062510266,eng,161,1844,171,11/3/1994,HarperCollins Publishers
Smitten (Elsie Hawkins #2),4.6,3.67,Fiction,Janet Evanovich,3.67,60598875,9780060598877,eng,234,11968,387,7/25/2006,HarperCollins Publishers
Manhunt,4.7,3.7,Fiction,Janet Evanovich,3.7,60598824,9780060598822,eng,219,12152,449,11/29/2005,HarperCollins Publishers
The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,4.6,3.95,Non Fiction,Sue Monk Kidd,3.95,61144908,9780061144905,en-US,253,572,70,12/26/1996,HarperCollins Publishers
When the Heart Waits: Spiritual Direction for Life's Sacred Questions,4.9,4.13,Non Fiction,Sue Monk Kidd,4.13,61144894,9780061144899,eng,240,2366,231,11/10/2016,HarperCollins Publishers
The Way the Crow Flies,4.9,4.09,Fiction,Ann-Marie MacDonald,4.09,60586370,9780060586379,en-US,848,11330,1011,8/31/2004,HarperCollins Publishers
The Poisonwood Bible,4.9,4.06,Fiction,Barbara Kingsolver,4.06,60786507,9780060786502,eng,546,613758,19846,5/7/2005,HarperCollins Publishers
Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,4.9,4.13,Non Fiction,Rosita Arvigo/Nadine Epstein,4.13,006251637X,9780062516374,eng,221,66,7,9/1/2001,HarperCollins Publishers
The Monsters and the Critics and Other Essays,4.9,3.93,Non Fiction,J.R.R. Tolkien/Christopher Tolkien,3.93,026110263X,9780261102637,eng,240,3441,78,2/5/2006,HarperCollins Publishers
The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),4.9,4.17,Fiction,J.R.R. Tolkien/Christopher Tolkien,4.17,261102206,9780261102200,eng,465,102,5,4/2/2002,HarperCollins Publishers
Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,4.9,4.05,Non Fiction,J.R.R. Tolkien,4.05,7105045,9780007105045,eng,150,2357,97,5/2/2001,HarperCollins Publishers
Naked Lunch: The Restored Text,4.9,3.46,Non Fiction,William S. Burroughs,3.46,7204442,9780007204441,eng,289,509,65,3/5/2005,HarperCollins Publishers
One Hundred Years of Solitude,4.9,4.07,Fiction,Gabriel García Márquez/Gregory Rabassa,4.07,006112009X,9780061120091,eng,448,1608,212,5/30/2006,HarperCollins Publishers
Next,4.8,3.5,Fiction,Michael Crichton,3.5,60872985,9780060872984,eng,431,59354,2540,11/28/2006,HarperCollins Publishers
Holy the Firm,4.2,4.22,Fiction,Annie Dillard,4.22,60915439,9780060915438,eng,76,3722,339,12/30/1998,HarperCollins Publishers
Fear and Loathing in Las Vegas,4.6,4.08,Fiction,Hunter S. Thompson/Ralph Steadman,4.08,7204493,9780007204496,eng,230,3472,251,4/4/2005,HarperCollins Publishers
I Can Read With My Eyes Shut!,4.6,4.2,Fiction,Dr. Seuss,4.2,7158513,9780007158515,eng,48,16917,444,6/5/2003,HarperCollins Publishers
Ten Apples Up On Top!,4.5,4.12,Fiction,Theo LeSieg/Dr. Seuss/Roy McKie,4.12,7169973,9780007169979,eng,62,31251,494,4/8/2003,HarperCollins Publishers
The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,4.3,3.95,Fiction,Julia Butterfly Hill,3.95,62516590,9780062516596,eng,262,1844,220,3/4/2001,HarperCollins Publishers
Betsy's Wedding (Betsy-Tacy  #10),4.6,4.31,Fiction,Maud Hart Lovelace/Vera Neville,4.31,64405443,9780064405447,en-US,260,4169,155,3/31/1996,HarperCollins Publishers
Betsy and the Great World (Betsy-Tacy  #9),4.6,4.14,Fiction,Maud Hart Lovelace/Vera Neville,4.14,64405451,9780064405454,eng,321,4747,148,3/31/1996,HarperCollins Publishers
Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),4.6,4.18,Fiction,Maud Hart Lovelace/Lois Lenski,4.18,64400999,9780064400992,en-US,192,7809,186,5/4/2000,HarperCollins Publishers
Betsy and Joe (Betsy-Tacy  #8),4.7,4.31,Fiction,Maud Hart Lovelace/Vera Neville,4.31,006440546X,9780064405461,eng,336,4586,119,3/31/1995,HarperCollins Publishers
Betsy Was a Junior (Betsy-Tacy  #7),4.7,4.17,Fiction,Maud Hart Lovelace/Vera Neville,4.17,64405478,9780064405478,en-US,320,4839,126,3/31/1995,HarperCollins Publishers
Emily of Deep Valley (Deep Valley  #2),4.8,4.23,Fiction,Maud Hart Lovelace/Vera Neville,4.23,64408582,9780064408585,eng,304,2722,151,12/31/2000,HarperCollins Publishers
Betsy-Tacy (Betsy-Tacy  #1),4.8,4.07,Fiction,Maud Hart Lovelace/Lois Lenski,4.07,64400964,9780064400961,en-US,144,20976,935,8/14/2007,HarperCollins Publishers
Homebody,4.8,3.39,Fiction,Orson Scott Card,3.39,61093998,9780061093999,eng,430,2707,167,1/25/1999,HarperCollins Publishers
Beauty,4.8,4.05,Fiction,Robin McKinley,4.05,60753102,9780060753108,eng,325,3258,478,7/26/2005,HarperCollins Publishers
Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,4.7,4.3,Non Fiction,William   Anderson/Laura Ingalls Wilder,4.3,60278420,9780060278427,eng,80,746,48,10/13/1998,HarperCollins Publishers
A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,4.3,4.13,Non Fiction,Laura Ingalls Wilder,4.13,60724919,9780060724917,eng,352,686,52,7/2/2006,HarperCollins Publishers
Laura Ingalls Wilder: A Biography,4.3,4.2,Non Fiction,William   Anderson,4.2,60885521,9780060885526,eng,256,4144,98,2/1/2007,HarperCollins Publishers
West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),4.5,3.84,Non Fiction,Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,3.84,64400816,9780064400817,eng,124,3926,119,10/20/1976,HarperCollins Publishers
The Laura Ingalls Wilder Country Cookbook,4.5,4.09,Non Fiction,Laura Ingalls Wilder/William   Anderson,4.09,64461963,9780064461962,eng,160,234,18,1/10/1997,HarperCollins Publishers
Down to the Bonny Glen (Little House: The Martha Years  #3),4.5,4.15,Non Fiction,Melissa Wiley/Renée Graef,4.15,64407144,9780064407144,eng,321,1480,39,8/5/2001,HarperCollins Publishers
Winter Days in the Big Woods,4.5,4.28,Fiction,Laura Ingalls Wilder/Renée Graef,4.28,64433730,9780064433730,eng,32,1538,59,9/15/1995,HarperCollins Publishers
The First Four Years (Little House  #9),4.5,3.89,Fiction,Laura Ingalls Wilder/Cherry Jones,3.89,60565098,9780060565091,eng,3,91,13,6/13/2006,HarperCollins Publishers
Summertime in the Big Woods,4.5,4.18,Fiction,Laura Ingalls Wilder/Renée Graef,4.18,64434974,9780064434973,eng,40,867,31,2/2/2000,HarperCollins Publishers
Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,4.5,4.05,Fiction,Cynthia Rylant/Jim LaMarche,4.05,64409902,9780064409902,eng,176,4799,88,1/6/2004,HarperCollins Publishers
These Happy Golden Years (Little House  #8),4.5,4.19,Fiction,Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,4.19,006056508X,9780060565084,eng,7,105,12,3/28/2006,HarperCollins Publishers
Farmer Boy (Little House  #2),4.5,4.07,Fiction,Laura Ingalls Wilder/Garth Williams,4.07,60885386,9780060885380,eng,357,45778,1286,1/1/2007,HarperCollins Publishers
Little Town on the Prairie  (Little House  #7),4.5,4.19,Fiction,Laura Ingalls Wilder/Garth Williams,4.19,60885432,9780060885434,eng,374,71853,646,1/1/2007,HarperCollins Publishers
Christmas Stories (Little House Chapter Books: Laura  #10),4.8,4.21,Fiction,Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,64420817,9780064420815,eng,80,66,7,6/10/1999,HarperCollins Publishers
My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,4.6,4.03,Non Fiction,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,64462048,9780064462044,eng,64,59,6,3/21/1998,HarperCollins Publishers
Christmas in the Big Woods,4.6,4.2,Fiction,Laura Ingalls Wilder/Renée Graef,4.2,64434877,9780064434874,eng,32,2142,72,9/20/1997,HarperCollins Publishers
The Long Winter (Little House  #6),4.7,4.14,Fiction,Laura Ingalls Wilder/Garth Williams,4.14,60885424,9780060885427,eng,422,67427,1048,1/1/2007,HarperCollins Publishers
A Little House Birthday,4.7,4.14,Fiction,Laura Ingalls Wilder/Doris Ettlinger,4.14,006443494X,9780064434942,eng,40,453,17,5/9/1998,HarperCollins Publishers
The Deer in the Wood,4.6,4.17,Fiction,Laura Ingalls Wilder/Renée Graef,4.17,64434982,9780064434980,eng,32,324,23,1/16/1999,HarperCollins Publishers
The First Four Years  (Little House  #9),4.6,3.89,Fiction,Laura Ingalls Wilder/Garth Williams,3.89,60885459,9780060885458,eng,126,28259,533,2/1/2007,HarperCollins Publishers
The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,4.9,4.15,Non Fiction,Barbara M. Walker/Garth Williams,4.15,64460908,9780064460903,eng,256,3375,91,7/9/1989,HarperCollins Publishers
Little House on the Prairie (Little House  #3),4.9,4.19,Fiction,Laura Ingalls Wilder/Garth Williams,4.19,60885394,9780060885397,eng,309,635,30,1/1/2007,HarperCollins Publishers
Let the Hurricane Roar,4.8,3.96,Fiction,Rose Wilder Lane,3.96,64401588,9780064401586,en-US,118,192,32,1/10/1985,HarperCollins Publishers
Little House in the Big Woods (Little House  #1),4.8,4.18,Fiction,Laura Ingalls Wilder/Garth Williams,4.18,60885378,9780060885373,eng,198,201840,3463,1/1/2007,HarperCollins Publishers
Today I Feel Silly  Other Moods That Make My Day,4.6,4.16,Fiction,Jamie Lee Curtis/Laura Cornell,4.16,60245603,9780060245603,en-US,40,4171,518,7/31/2007,HarperCollins Publishers
A Year in the Life of William Shakespeare: 1599,4.8,4.09,Fiction,James Shapiro,4.09,60088745,9780060088743,eng,333,2330,252,6/13/2006,HarperCollins Publishers
Planet of the Apes: Colony,4.8,3.62,Fiction,William T. Quick,3.62,60086211,9780060086213,eng,288,24,1,3/25/2003,HarperCollins Publishers
Planet of the Apes: The Fall,4.7,2.92,Fiction,William T. Quick,2.92,60086203,9780060086206,eng,288,53,2,4/6/2002,HarperCollins Publishers
Last Chance Saloon,4.7,3.81,Fiction,Marian Keyes,3.81,60086246,9780060086244,en-US,528,35784,686,5/27/2003,HarperCollins Publishers
Beauty: The Invisible Embrace,4.8,4.47,Fiction,John O'Donohue,4.47,60957263,9780060957261,en-US,261,678,78,1/3/2005,HarperCollins Publishers
Owning Your Own Shadow: Understanding the Dark Side of the Psyche,4.1,4.04,Non Fiction,Robert A. Johnson,4.04,62507540,9780062507549,eng,118,2685,182,9/6/2009,HarperCollins Publishers
Shadow of the Almighty: The Life and Testament of Jim Elliot,4.7,4.4,Non Fiction,Elisabeth Elliot,4.4,006062213X,9780060622138,eng,272,6946,182,9/29/2009,HarperCollins Publishers
Sun  Moon  Star,4.6,3.78,Fiction,Kurt Vonnegut Jr./Ivan Chermayeff,3.78,60263199,9780060263195,eng,62,420,40,1/1/1980,HarperCollins Publishers
The Bradbury Chronicles: The Life of Ray Bradbury,4.6,4.24,Non Fiction,Sam Weller,4.24,60545844,9780060545840,en-US,384,372,45,2/21/2006,HarperCollins Publishers
The Unbearable Lightness of Being,4.6,4.1,Non Fiction,Milan Kundera/Michael Henry Heim,4.1,571224385,9780571224388,eng,320,248686,8251,10/27/2009,HarperCollins Publishers
Oracle Bones: A Journey Between China's Past and Present,4.9,4.18,Non Fiction,Peter Hessler,4.18,60826584,9780060826581,eng,512,5247,491,4/25/2006,HarperCollins Publishers
Wild Swans: Three Daughters of China,4,4.26,Non Fiction,Jung Chang,4.26,7176155,9780007176151,eng,666,1832,214,5/4/2004,HarperCollins Publishers
The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,4,4.15,Non Fiction,Denis Johnson,4.15,60926961,9780060926960,eng,225,562,33,1/1/1996,HarperCollins Publishers
The Stars at Noon,4,3.58,Fiction,Denis Johnson,3.58,60976101,9780060976101,eng,192,597,40,5/30/2000,HarperCollins Publishers
The World's Religions,4,4.07,Fiction,Huston Smith,4.07,62508113,9780062508119,eng,416,8741,306,9/13/1991,HarperCollins Publishers
Mandy,4,4.24,Fiction,Julie Andrews Edwards/Johanna Westerman,4.24,61131628,9780061131622,eng,320,9944,846,8/15/2006,HarperCollins Publishers
The Paradox of Choice: Why More Is Less,4,3.85,Non Fiction,Barry Schwartz,3.85,60005696,9780060005696,eng,265,25312,1223,1/18/2005,HarperCollins Publishers
Letters of E.B. White,4,4.13,Non Fiction,E.B. White/Dorothy Lobrano Guth/Martha White/John Updike,4.13,60757086,9780060757083,eng,736,694,39,11/28/2006,HarperCollins Publishers
